"col","season","subcol","active_ct","ch_ct","prod","area_name","ann_mean_prod","ann_prod_anom","prod_anom","col_side","FID","area","perim","pa_ratio","flood_risk","mean_aspect","mean_slope","mean_elev","adjust_mean_elev","mean_wind","mean_solar","skua50","skua100"
"croz","0203","m16-22",103,152,1.47572815533981,"m",0.930048285131459,0.545679870208347,0.498723548024708,"w",21,100.4550018,49.5682983,0.493436,0,228.609811288339,7.06404417532462,-23.2412109375,23.7587890625,35,272160.440972222,0,0
"croz","0203","m27",76,65,0.855263157894737,"m",0.930048285131459,-0.0747851272367223,-0.121741449420361,"w",9,47.5191002,32.0726013,0.674941,10.5462999,237.75537109375,12.9415495612405,-10.3229758522727,36.6770241477273,10.4545454545455,262522.147727273,0,0
"croz","0203","m28",56,65,1.16071428571429,"m",0.930048285131459,0.230666000582827,0.183709678399188,"w",12,80.6858978,57.4328995,0.711809,308.9159851,237.23436126709,12.8882068157196,-8.616845703125,38.383154296875,10.1,262451.40078125,0,0
"croz","0203","m29",86,38,0.441860465116279,"m",0.930048285131459,-0.48818782001518,-0.535144142198819,"w",13,55.2020988,49.9878998,0.905544,1261.8699951,233.32267888387,11.7684284051259,-8.529052734375,38.470947265625,14.25,263281.549479167,0,0
"croz","0304","m14",19,8,0.421052631578947,"m",0.463194808250636,-0.0421421766716886,-0.555951975736151,"w",33,24.8206005,21.9650002,0.884948,0,218.091255187988,8.58414045969645,-26.06591796875,20.93408203125,28.3333333333333,265500.651041667,0,0
"croz","0304","m14a",45,21,0.466666666666667,"m",0.463194808250636,0.00347185841603076,-0.510337940648432,"w",34,97.0130005,66.4116974,0.684565,0,207.9478125,9.2064196395874,-26.9255859375,20.0744140625,27.08,261329.77125,0,0
"croz","0304","m16-22",63,29,0.46031746031746,"m",0.463194808250636,-0.00287734793317562,-0.516687146997638,"w",21,100.4550018,49.5682983,0.493436,0,228.609811288339,7.06404417532462,-23.2412109375,23.7587890625,35,272160.440972222,0,0
"croz","0304","m21",63,26,0.412698412698413,"m",0.463194808250636,-0.0504963955522232,-0.564306194616686,"w",20,122.0139999,66.8520966,0.547906,0,242.805434090751,8.62727526256016,-21.1098981584821,25.8901018415179,29.7142857142857,273351.637276786,0,0
"croz","0304","m24",18,10,0.555555555555556,"m",0.463194808250636,0.0923607473049197,-0.421449051759543,"w",19,19.9820995,22.1793995,1.10996,0,252.962593078613,10.3918612003326,-18.812255859375,28.187744140625,25.25,274645.515625,0,0
"croz","0304","m25",33,17,0.515151515151515,"m",0.463194808250636,0.0519567069008792,-0.461853092163583,"w",14,36.0180016,27.7171993,0.769538,0,237.914978027344,9.77856625450982,-19.3170572916667,27.6829427083333,23.7777777777778,269254.239583333,0,0
"croz","0304","m27",53,28,0.528301886792453,"m",0.463194808250636,0.0651070785418169,-0.448702720522645,"w",9,47.5191002,32.0726013,0.674941,10.5462999,237.75537109375,12.9415495612405,-10.3229758522727,36.6770241477273,10.4545454545455,262522.147727273,0,0
"croz","0304","m28",36,13,0.361111111111111,"m",0.463194808250636,-0.102083697139525,-0.615893496203987,"w",12,80.6858978,57.4328995,0.711809,308.9159851,237.23436126709,12.8882068157196,-8.616845703125,38.383154296875,10.1,262451.40078125,0,0
"croz","0304","m29",30,12,0.4,"m",0.463194808250636,-0.0631948082506359,-0.577004607315098,"w",13,55.2020988,49.9878998,0.905544,1261.8699951,233.32267888387,11.7684284051259,-8.529052734375,38.470947265625,14.25,263281.549479167,0,0
"croz","0304","m30",48,24,0.5,"m",0.463194808250636,0.0368051917493641,-0.477004607315098,"w",79,145.0180054,65.9262009,0.454608,4.7465401,221.035888671875,12.0635648526643,-9.6857267680921,37.3142732319079,12.7105263157895,257343.259457237,0,0
"croz","0405","m11",19,18,0.947368421052632,"m",0.750461348413508,0.196907072639123,-0.0296361862624667,"w",16,9.7281904,16.5737,1.70368,0,206.491790771484,7.29824209213257,-21.2529296875,25.7470703125,35,266877.53125,0,0
"croz","0405","m12",266,245,0.921052631578947,"m",0.750461348413508,0.170591283165439,-0.0559519757361508,"w",22,181.8679962,120.935997,0.664969,468.631012,213.724210413491,5.8855321465469,-23.7929211128049,23.2070788871951,40.4878048780488,271963.578506098,0,0
"croz","0405","m14",41,33,0.804878048780488,"m",0.750461348413508,0.0544167003669797,-0.17212655853461,"w",33,24.8206005,21.9650002,0.884948,0,218.091255187988,8.58414045969645,-26.06591796875,20.93408203125,28.3333333333333,265500.651041667,0,0
"croz","0405","m14a",102,64,0.627450980392157,"m",0.750461348413508,-0.123010368021351,-0.349553626922941,"w",34,97.0130005,66.4116974,0.684565,0,207.9478125,9.2064196395874,-26.9255859375,20.0744140625,27.08,261329.77125,0,0
"croz","0405","m16-22",133,117,0.879699248120301,"m",0.750461348413508,0.129237899706793,-0.0973053591947974,"w",21,100.4550018,49.5682983,0.493436,0,228.609811288339,7.06404417532462,-23.2412109375,23.7587890625,35,272160.440972222,0,0
"croz","0405","m1a",38,18,0.473684210526316,"m",0.750461348413508,-0.276777137887192,-0.503320396788782,"w",32,49.1786003,61.3404007,1.2473,0,198.323873666617,12.1933277570284,-30.188138961792,16.811861038208,17.4615384615385,249586.764423077,0,0
"croz","0405","m21",151,100,0.662251655629139,"m",0.750461348413508,-0.0882096927843691,-0.314752951685959,"w",20,122.0139999,66.8520966,0.547906,0,242.805434090751,8.62727526256016,-21.1098981584821,25.8901018415179,29.7142857142857,273351.637276786,0,0
"croz","0405","m23",238,198,0.831932773109244,"m",0.750461348413508,0.0814714246957355,-0.145071834205854,"w",18,193.526001,106.6790009,0.551237,451.9599915,227.704289975374,7.22923788817033,-20.3644913383152,26.6355086616848,34.2608695652174,271688.326086957,0,0
